title,abstract,review,Review Type
Lie-Access Neural Turing Machines,"Abstract:###External neural memory structures have recently become a popular tool for algorithmic deep learning (Graves et al. 2014; Weston et al. 2014). These models generally utilize differentiable versions of traditional discrete memory-access structures (random access, stacks, tapes) to provide the storage necessary for computational tasks. In this work, we argue that these neural memory systems lack specific structure important for relative indexing, and propose an alternative model, Lie-access memory, that is explicitly designed for the neural setting. In this paradigm, memory is accessed using a continuous head in a key-space manifold. The head is moved via Lie group actions, such as shifts or rotations, generated by a controller, and memory access is performed by linear smoothing in key space. We argue that Lie groups provide a natural generalization of discrete memory structures, such as Turing machines, as they provide inverse and identity operators while maintaining differentiability. To experiment with this approach, we implement a simplified Lie-access neural Turing machine (LANTM) with different Lie groups. We find that this approach is able to perform well on a range of algorithmic tasks.","This paper introduces Lie-access memory for neural Turing machines, and honestly, I think it's a clever and mathematically elegant idea that addresses a real limitation of existing differentiable memory systems. The core insight—that discrete Turing machine head movements satisfy group axioms (identity, invertibility, associativity), while neural tape models like soft convolutions don't provide inverse operations—is well-argued and theoretically sound. The proposal to use Lie groups (shifts on R², rotations on SO(3) acting on S²) as a differentiable analog is natural and compelling. The empirical results are promising: LANTM and SLANTM consistently outperform the LSTM baseline, often match or beat RAM/tape models, and on harder tasks like ODD FIRST and PRIORITY SORT they show clear advantages (e.g., 79.6% coarse vs 32.3% for RAM on ODD FIRST with large samples). The qualitative analysis is also fascinating—the visualizations of learned memory access patterns (zigzag for odd/even separation, circular traversal for repeat copy) provide real insight into how the model builds geometric data structures internally. However, I have some reservations. First, the unbounded memory growth is a significant practical limitation; the paper handwaves solutions from Graves et al. (2016) and Gulcehre et al. (2016), but doesn't actually implement or evaluate them, which weakens the claim of scalability. Second, the comparison to NTMs is somewhat strawman-ish—the RAM/tape baseline is a simplified hybrid, not a full NTM with its more sophisticated addressing mechanisms (content-based addressing, interpolation, sharpening), so the ""outperforms"" claim is a bit overblown. Third, the tasks are relatively simple algorithmic problems with short sequences; I'd like to see how this scales to more complex reasoning or language tasks where relative addressing might truly shine. Fourth, the paper doesn't deeply explore the failure cases—why does SLANTM sometimes fail to learn tasks that LANTM handles? The action interpolation results are mixed and the paper doesn't fully analyze why. Finally, the mathematical formalism, while elegant, may be overkill for the empirical gains observed—the improvements over RAM are modest in many cases, and the added complexity (Lie group operations, manifold interpolation) might not be worth it for practitioners. Overall, I think this is a solid paper with a novel and theoretically grounded idea, interesting qualitative insights, and decent empirical results. I recommend acceptance, but with the caveat that the authors should address the scalability concerns and provide a more honest comparison to full NTM implementations.",AI Generated
Quasi-Recurrent Neural Networks,"Abstract:###Recurrent neural networks are a powerful tool for modeling sequential data, but the dependence of each timestepâ€™s computation on the previous timestepâ€™s output limits parallelism and makes RNNs unwieldy for very long sequences. We introduce quasi-recurrent neural networks (QRNNs), an approach to neural sequence modeling that alternates convolutional layers, which apply in parallel across timesteps, and a minimalist recurrent pooling function that applies in parallel across channels. Despite lacking trainable recurrent layers, stacked QRNNs have better predictive accuracy than stacked LSTMs of the same hidden size. Due to their increased parallelism, they are up to 16 times faster at train and test time. Experiments on language modeling, sentiment classification, and character-level neural machine translation demonstrate these advantages and underline the viability of QRNNs as a basic building block for a variety of sequence tasks.","This paper introduces Quasi-Recurrent Neural Networks, and honestly, I think it's a clever and practical contribution that bridges the gap between CNNs and RNNs in a really elegant way. The core idea—using masked convolutions to compute candidate states and gates in parallel across timesteps, then applying a lightweight recurrent pooling function that operates independently across channels—is both simple and effective. The results are compelling: on IMDb sentiment, QRNN achieves 91.4% accuracy with 3.2x speedup over an optimized cuDNN LSTM; on Penn Treebank, QRNN with zoneout hits 78.3 perplexity, competitive with variational LSTMs; and on character-level translation, it outperforms an equal-sized LSTM and nearly matches word-level baselines. The speed gains are particularly impressive—the inference speedup plot shows up to 16x for certain batch sizes and sequence lengths, which is a game-changer for long-sequence tasks. I appreciate the careful engineering: the zoneout extension is natural (just dropout on 1-f), the DenseNet-style skip connections are a nice touch, and the encoder-decoder attention variant is well-motivated. The visualization of hidden states on IMDb is also genuinely insightful—you can see the model resetting after negations and recovering after positive statements, which shows the pooling function is doing something semantically meaningful. However, I have some reservations. First, the model is essentially a simplification of the LSTM—it removes trainable recurrent weights entirely—so the fact that it matches LSTM performance is impressive, but it also means the model capacity is lower. I wonder if the gains are partly due to the structural regularization effect of having fewer parameters, rather than a fundamental architectural advantage. Second, the PTB results, while competitive, aren't a clear win—78.3 perplexity is good but not state-of-the-art, and the improvements over the baseline LSTM are modest. Third, the character-level translation model is surprisingly shallow (4 layers) and the comparison to the LSTM baseline is fair, but I'd like to see how QRNN scales to deeper models or larger datasets like WMT. Fourth, the paper doesn't fully address the limitations of the convolutional component—filter width is a hyperparameter that needs tuning, and the model can't capture very long-range dependencies without stacking many layers or increasing filter size, unlike LSTMs which have unlimited memory in principle. Finally, the speed comparison, while impressive, is partly due to the fact that cuDNN's LSTM doesn't support recurrent dropout, so the comparison isn't entirely apples-to-apples. That said, I think this is a well-executed paper with a practical, scalable architecture that fills an important gap. The combination of parallelization and sequential modeling is exactly what the field needs for long-sequence tasks. I recommend acceptance.",AI Generated
Recurrent Environment Simulators,"Abstract:###Models that can simulate how environments change in response to actions can be used by agents to plan and act efficiently. We improve on previous environment simulators from high-dimensional pixel observations by introducing recurrent neural networks that are able to make temporally and spatially coherent predictions for hundreds of time-steps into the future. We present an in-depth analysis of the factors affecting performance, providing the most extensive attempt to advance the understanding of the properties of these models. We address the issue of computationally inefficiency with a model that does not need to generate a high-dimensional image at each time-step. We show that our approach can be used to improve exploration and is adaptable to many diverse environments, namely 10 Atari games, a 3D car racing environment, and complex 3D mazes.","This paper tackles the important problem of learning environment simulators from high-dimensional pixel observations, and honestly, I think it's a substantial and well-executed piece of work that advances the state of the art significantly. The core contributions—introducing action-dependent state transitions, a thorough analysis of training schemes for long-term prediction, and the prediction-independent simulator for computational efficiency—are all meaningful improvements over the prior work of Oh et al. (2015). The breadth of the experimental evaluation is genuinely impressive: 10 Atari games, a 3D car racing environment (TORCS), and complex 3D mazes, with both quantitative prediction error metrics and qualitative human play evaluations. The key insight that increasing the percentage of consecutive prediction-dependent transitions improves long-term accuracy at the expense of short-term sharpness is well-supported by the extensive ablation studies, and the recommendation to use 100% PDT for games where long-term dynamics matter is a practical takeaway. The model-based exploration results in 3D mazes are also compelling—50% more area coverage than random exploration is a meaningful improvement. However, I have some reservations. First, the paper is extremely dense and the sheer volume of ablation results (dozens of figures in the appendix) makes it hard to extract clear, actionable conclusions. Second, the trade-off between short-term and long-term accuracy is well-known in the scheduled sampling literature, and while the analysis is thorough, the core observation isn't entirely novel. Third, the prediction-independent simulator, while a nice idea for efficiency, clearly performs worse than the prediction-dependent version on many games, and the paper doesn't fully address whether the computational savings justify the accuracy loss. Fourth, the model is deterministic and designed for deterministic environments, which limits its applicability to real-world noisy settings. Fifth, the human play results, while impressive, are anecdotal and don't include systematic evaluation of generalization to out-of-distribution policies. Finally, the comparison to Oh et al. (2015) is strong, but the paper doesn't compare to more recent work like Video Pixel Networks or other video prediction models that have emerged since. Overall, I think this is a solid, comprehensive, and technically sound paper with clear practical value, but the novelty is somewhat incremental and the presentation could be more focused. I recommend acceptance, though I'd encourage the authors to distill the key insights more clearly and address the limitations of the prediction-independent approach in the discussion.",AI Generated
EPOpt: Learning Robust Neural Network Policies Using Model Ensembles,"Abstract:###Sample complexity and safety are major challenges when learning policies with reinforcement learning for real-world tasks, especially when the policies are represented using rich function approximators like deep neural networks. Model-based methods where the real-world target domain is approximated using a simulated source domain provide an avenue to tackle the above challenges by augmenting real data with simulated data. However, discrepancies between the simulated source domain and the target domain pose a challenge for simulated training. We introduce the EPOpt algorithm, which uses an ensemble of simulated source domains and a form of adversarial training to learn policies that are robust and generalize to a broad range of possible target domains, including to unmodeled effects. Further, the probability distribution over source domains in the ensemble can be adapted using data from the target domain and approximate Bayesian methods, to progressively make it a better approximation. Thus, learning on a model ensemble, along with source domain adaptation, provides the benefit of both robustness and learning.","This paper introduces EPOpt, a method for learning robust neural network policies using model ensembles and adversarial training, and honestly, I think it's a solid and practical contribution to the reinforcement learning community. The core idea—training on an ensemble of simulated source domains with a CVaR-style objective to focus on the worst-performing models—is well-motivated and addresses a critical problem: the brittleness of policies trained in simulation when transferred to the real world. The algorithm is clean: sample models from a distribution, roll out trajectories, select the bottom ε-percentile by return, and update the policy using TRPO on that subset. The experiments are thorough and compelling: on the hopper and half-cheetah tasks, EPOpt with ε=0.1 produces policies that generalize robustly across a wide range of torso masses (Figure 1), while standard TRPO trained on a single mass fails dramatically even for small deviations. The heat map analysis in Figure 2 beautifully illustrates the robustness—EPOpt policies are stable across a much broader region of the parameter space. The model adaptation results are also impressive: with just 11 episodes of target-domain data, EPOpt can adapt the ensemble distribution to match an initially far-off target model (Figure 4), achieving good performance where standard TRPO would require tens of thousands of trajectories. The ablation on the importance of baselines for the CVaR objective is a nice touch, reinforcing the theoretical results from Tamar et al. (2015). However, I have some reservations. First, the novelty is somewhat incremental—the CVaR objective for RL was already proposed by Tamar et al., and the adaptation step is a straightforward Bayesian update. The key contribution is the empirical demonstration that these ideas can be combined with expressive neural network policies and complex continuous control tasks. Second, the adaptation step relies on sampling from the parameter space, which could become computationally prohibitive as the number of uncertain parameters grows. The paper acknowledges this but doesn't offer a clear solution. Third, the experiments are on simulated tasks where the target domain is still within the model class (albeit with different parameters). The robustness to truly unmodeled effects (like sensor noise, actuator delays, or completely new dynamics) is less convincing—Figure 3 shows robustness to mass variation when mass wasn't part of the ensemble, but that's still a parametric variation. Fourth, the comparison to other robust RL or domain randomization methods is limited; I'd like to see how EPOpt compares to, say, simply training on a uniform distribution over models or using domain randomization. Finally, the paper is dense and the notation is heavy, which makes it a bit hard to parse. Overall, I think this is a well-executed and practically relevant paper that convincingly demonstrates the value of adversarial ensemble training for robust policy learning. I recommend acceptance, though I'd encourage the authors to discuss scalability of the adaptation step more explicitly and to compare to domain randomization baselines.",AI Generated
"Attend, Adapt and Transfer: Attentive Deep Architecture for Adaptive Transfer from multiple sources in the same domain","Abstract:###Transferring knowledge from prior source tasks in solving a new target task can be useful in several learning applications. The application of transfer poses two serious challenges which have not been adequately addressed. First, the agent should be able to avoid negative transfer, which happens when the transfer hampers or slows down the learning instead of helping it. Second, the agent should be able to selectively transfer, which is the ability to select and transfer from different and multiple source tasks for different parts of the state space of the target task. We propose A2T (Attend Adapt and Transfer), an attentive deep architecture which adapts and transfers from these source tasks. Our model is generic enough to effect transfer of either policies or value functions. Empirical evaluations on different learning algorithms show that A2T is an effective architecture for transfer by being able to avoid negative transfer while transferring selectively from multiple source tasks in the same domain.","This paper proposes A2T, an attentive deep architecture for adaptive transfer from multiple source tasks, and honestly, I think it's a well-motivated and thoughtfully designed contribution to the transfer learning literature. The core idea—using a soft attention mechanism over a convex combination of fixed source solutions and a learnable base network—is clean and addresses the two major challenges of negative transfer and selective transfer simultaneously. The architecture is refreshingly simple: an attention network learns weights over source policies/value functions and the base network, with the base network trained as if it were responsible for the actions taken by the combined policy. This special training trick allows the base network to benefit from the experience gathered while using source solutions, effectively bootstrapping itself toward useful behaviors. The experiments cover both policy transfer (chain world, puddle world) and value transfer (Atari Pong), with results showing that A2T avoids negative transfer from an inverse-trained or domain-mismatched expert, selectively attends to the right expert for different parts of the state space (the blurring experiments are particularly clever), and outperforms learning from scratch. The visualization of attention weights evolving over training (Figure 8) is a nice touch, showing the base network gradually taking over from the perfect expert once it has learned enough. However, I have some reservations. First, the experiments are somewhat limited—the policy transfer tasks are small grid worlds, and the value transfer experiments only use Pong (and a small Breakout experiment in the appendix). I'd like to see results on a broader set of Atari games or more complex continuous control tasks to really demonstrate the generality. Second, the comparison to baselines is a bit thin: direct fine-tuning and learning from scratch are included, but there's no comparison to other transfer methods like Progressive Networks or Actor-Mimic, which are cited but not empirically compared. Third, the paper claims the architecture is ""generic enough to effect transfer of either policies or value functions,"" but the derivation for value transfer (Q-learning with A2T) uses a somewhat hand-wavy update where the base network is trained toward the target value from the combined network; I'd like to see a more rigorous justification that this doesn't introduce bias or instability. Fourth, the source tasks are assumed to have the same state and action spaces, which is a strong limitation—the paper acknowledges this but doesn't explore the more interesting setting of transfer across different domains. Finally, the computational cost of training the attention network alongside the base network isn't discussed; for many-source settings, the attention network's output dimension scales with the number of sources, which could become a bottleneck. Overall, I think this is a solid paper with a clever architecture and convincing results on the tasks considered, but it could be strengthened with more extensive experiments and comparisons. I recommend acceptance, though I'd encourage the authors to address the scalability and cross-domain transfer aspects in future work.",AI Generated
Multi-view Recurrent Neural Acoustic Word Embeddings,"Abstract:###Recent work has begun exploring neural acoustic word embeddingsâ€“fixed dimensional vector representations of arbitrary-length speech segments corresponding to words. Such embeddings are applicable to speech retrieval and recognition tasks, where reasoning about whole words may make it possible to avoid ambiguous sub-word representations. The main idea is to map acoustic sequences to fixed-dimensional vectors such that examples of the same word are mapped to similar vectors, while different-word examples are mapped to very different vectors. In this work we take a multi-view approach to learning acoustic word embeddings, in which we jointly learn to embed acoustic sequences and their corresponding character sequences. We use deep bidirectional LSTM embedding models and multi-view contrastive losses. We study the effect of different loss variants, including fixed-margin and cost-sensitive losses. Our acoustic word embeddings improve over previous approaches for the task of word discrimination. We also present results on other tasks that are enabled by the multi-view approach, including cross-view word discrimination and word similarity.","This paper tackles the problem of learning acoustic word embeddings, and honestly, I think it's a well-executed and significant contribution to the speech representation learning community. The core idea—learning embeddings jointly from acoustic sequences and their orthographic character sequences in a multi-view setting—is both natural and powerful, and the results bear this out. The best-performing objective (obj0 + obj2) achieves an acoustic word discrimination AP of 0.806, a substantial improvement over the previous state-of-the-art Siamese LSTM at 0.671. That's a leap of over 13 points, which is genuinely impressive. The cross-view discrimination results (0.892 AP) are also strong, showing that the embeddings are meaningful across modalities. I appreciate the careful exploration of different contrastive objectives—it's not just the usual triplet loss; they systematically compare four variants and find that symmetrizing across views (obj0 + obj2) works best, which is a useful empirical finding. The cost-sensitive margin that scales with orthographic edit distance is a clever idea, and while it doesn't improve word discrimination, it does exactly what it's designed to do: improves the correlation between embedding distances and edit distances (Spearman's ρ from 0.367 to 0.535 for acoustic embeddings). The t-SNE visualizations are also nice—they convincingly show that the acoustic and text embeddings align well and that words sharing suffixes cluster together. The architecture choice (2-layer bidirectional LSTM) is sensible, and the ablation shows that bidirectional and deeper models matter. My main criticisms are relatively minor. First, the comparison to prior work is a bit unfair—the Siamese LSTM result they quote (0.671) is from Settle & Livescu (2016), but that model was trained with a different loss and possibly different hyperparameters; I'd like to see a direct reimplementation with the same data splits and evaluation protocol to ensure the comparison is apples-to-apples. Second, the word similarity correlation, while improved, is still only 0.535 for acoustic embeddings and 0.653 for text embeddings, which suggests the embeddings aren't capturing fine-grained phonetic/orthographic similarity as well as one might hope—there's room for improvement. Third, the dataset is limited to Switchboard, a relatively small conversational corpus; it would be interesting to see how the approach scales to larger or more diverse speech data. Fourth, the paper doesn't explore the use of phonetic supervision (e.g., phoneme sequences instead of characters), which could potentially be more directly relevant to acoustic similarity. Finally, the cross-view task is a proxy for spoken term detection, but the paper doesn't actually evaluate on a real spoken term detection benchmark, which would be the ultimate test of practical utility. Overall, though, this is a solid paper with a clear contribution, rigorous experimentation, and strong results. I recommend acceptance.",AI Generated
Learning Features of Music From Scratch ,"Abstract:###This paper introduces a new large-scale music dataset, MusicNet, to serve as a source of supervision and evaluation of machine learning methods for music research. MusicNet consists of hundreds of freely-licensed classical music recordings by 10 composers, written for 11 instruments, together with instrument/note annotations resulting in over 1 million temporal labels on 34 hours of chamber music performances under various studio and microphone conditions. The paper defines a multi-label classification task to predict notes in musical recordings, along with an evaluation protocol, and benchmarks several machine learning architectures for this task: i) learning from spectrogram features; ii) end-to-end learning with a neural net; iii) end-to-end learning with a convolutional neural net. These experiments show that end-to-end models trained for note prediction learn frequency selective filters as a low-level representation of audio.","This paper introduces MusicNet, a large-scale labeled dataset for classical music, and honestly, I think it's a significant contribution to the music informatics community. The dataset itself is the main contribution—34 hours of freely-licensed recordings with over 1 million instrument/note labels, which is orders of magnitude larger than existing publicly available annotated music datasets like Bach10 or the MIREX MultiF0 set. The construction pipeline, using DTW alignment between recordings and MIDI scores synthesized with commercial sample libraries, is well-executed and the validation process (listening tests with a 4% error rate) is reasonable, though I'd like to see a more rigorous quantitative error analysis rather than just ""we listened to it."" The benchmarking experiments are solid: they train linear regression models on various features (spectrograms, ReLUgrams, MLPs, CNNs) for note prediction, and show that end-to-end models learn frequency-selective Gabor-like filters that resemble spectrograms, which is a nice validation of the approach. The convolutional network achieves 48.9% F1 on the test set, outperforming spectrogram baselines by a wide margin. However, I have some reservations. First, the novelty is largely in the dataset, not the methods—the neural architectures are standard and the experiments are straightforward. Second, the dataset is heavily skewed toward Beethoven and solo piano, which limits its representativeness, though the authors acknowledge this. Third, the alignment method relies on commercial synthesizers (Garritan Personal Orchestra) which are not freely available, making the pipeline hard to reproduce. Fourth, the comparison to prior work is limited; they mention MAPS and other datasets but don't provide direct comparisons on a common task (e.g., piano transcription). Finally, the models are relatively shallow and the F1 scores are modest—48.9% average precision suggests there's substantial room for improvement, and the paper doesn't explore deeper architectures or more sophisticated multi-label losses. That said, the dataset is a genuine resource that will enable future research, and the demonstration that end-to-end learning recovers meaningful filters is a useful baseline. I recommend acceptance, primarily for the dataset contribution, but with the caveat that the methodological novelty is modest and the results are preliminary. I'd encourage the authors to make the alignment pipeline more accessible and to provide more extensive comparisons to existing baselines on piano data.",AI Generated
A Baseline for Detecting Misclassified and Out-of-Distribution Examples in Neural Networks ,"Abstract:###We consider the two related problems of detecting if an example is misclassified or out-of-distribution. We present a simple baseline that utilizes probabilities from softmax distributions. Correctly classified examples tend to have greater maximum softmax probabilities than erroneously classified and out-of-distribution examples, allowing for their detection. We assess performance by defining several tasks in computer vision, natural language processing, and automatic speech recognition, showing the effectiveness of this baseline across all. We then show the baseline can sometimes be surpassed, demonstrating the room for future research on these underexplored detection tasks.","This paper tackles the important problem of detecting misclassified and out-of-distribution examples, and honestly, I think it's a solid and practically useful contribution. The core finding—that the maximum softmax probability, while a poor direct confidence estimate, is surprisingly effective as a detection statistic when compared across correct vs. incorrect or in-vs-out-of-distribution examples—is well-supported by the extensive experiments across vision, NLP, and speech. The breadth of evaluation is impressive: MNIST, CIFAR-10/100, IMDB, 20 Newsgroups, Reuters, POS tagging, and TIMIT, with multiple architectures (MLPs, ResNets, LSTMs, CTC). The baseline is trivially simple to implement, which is a strength, and the fact that it achieves AUROCs often above 90% across diverse tasks makes it a strong starting point for any researcher working on model confidence or safety. I also appreciate the careful evaluation using both AUROC and AUPR, and the discussion of base rates. The ""abnormality module"" with auxiliary decoder is a clever extension that shows the baseline can be beaten in some cases, though its complexity and the fact that gains are not consistent across all tasks (e.g., MNIST gains are huge, TIMIT gains are more modest) suggest it's not a universal panacea. My main criticisms are: (1) the paper is largely empirical and doesn't provide much theoretical insight into why the baseline works—some analysis of the distribution of logits or a connection to calibration would strengthen it; (2) the abnormality module requires training on noised examples, which introduces a hyperparameter and may not generalize to all types of out-of-distribution data; (3) the TIMIT experiment with the fully connected network shows the abnormality module outperforms the softmax baseline when the classifier is robust to noise, but the speech recognition experiment with CTC uses a different architecture and doesn't include the abnormality module, so the comparison across modalities is a bit disjointed. Overall, this is a well-executed, practical paper that establishes a strong baseline and provides a clear benchmark for future work on an underexplored but important problem. I recommend acceptance.",AI Generated
Learning to superoptimize programs ,"Abstract:###Code super-optimization is the task of transforming any given program to a more efficient version while preserving its input-output behaviour. In some sense, it is similar to the paraphrase problem from natural language processing where the intention is to change the syntax of an utterance without changing its semantics. Code-optimization has been the subject of years of research that has resulted in the development of rule-based transformation strategies that are used by compilers. More recently, however, a class of stochastic search based methods have been shown to outperform these strategies. This approach involves repeated sampling of modifications to the program from a proposal distribution, which are accepted or rejected based on whether they preserve correctness, and the improvement they achieve. These methods, however, neither learn from past behaviour nor do they try to leverage the semantics of the program under consideration. Motivated by this observation, we present a novel learning based approach for code super-optimization. Intuitively, our method works by learning the proposal distribution using unbiased estimators of the gradient of the expected improvement. Experiments on benchmarks comprising of automatically generated as well as existing (``Hacker*s Delight**) programs show that the proposed method is able to significantly outperform state of the art approaches for code super-optimization.","This paper tackles code super-optimization by learning the proposal distribution in a stochastic search framework, and honestly, I think it's a clever and practical contribution. The core idea—using REINFORCE to learn the proposal distribution for MCMC-based program optimization instead of relying on uniform proposals like Stoke—is well-motivated and addresses a clear weakness of existing methods. The hierarchical parameterization of the proposal distribution, keeping the same structure as Stoke but learning the categorical probabilities, is a sensible design choice that allows easy integration with the existing system. The results are solid: on the Hacker's Delight benchmark, the learned model improves the average relative score from 53.7% (uniform) to 31.5% (conditional MLP), and the optimization traces show faster convergence and better final programs. The synthetic dataset experiment further demonstrates that the conditional model (MLP) outperforms the blind bias model, confirming that leveraging program features is beneficial when the dataset is diverse enough. I also appreciate the practical consideration that the proposal distribution is only evaluated once per program optimization, so the overhead is minimal (from 60k to 20k iterations per second). However, I have some reservations. First, the program representation is a simple bag-of-words of opcodes, which ignores the rich sequential and structural information of programs—this seems like a missed opportunity, and the paper acknowledges it but doesn't explore alternatives. Second, the Hacker's Delight dataset is quite small (25 programs) and the tasks are very similar, which explains why the blind bias model already does well; the synthetic dataset is more diverse but artificially generated and may not reflect real-world program distributions. Third, the paper doesn't compare against other learned proposal methods or more sophisticated reinforcement learning approaches beyond REINFORCE, which can have high variance. Fourth, the acceptance criterion and the cost function are still based on the original Stoke formulation, which may have its own limitations (e.g., using test cases for equivalence rather than formal verification). Finally, the paper claims this approach could generalize to other stochastic search problems, but only demonstrates it on code optimization, so the generality claim is somewhat unsupported. Overall, I think this is a well-executed paper with a clear contribution, strong empirical results on the tested benchmarks, and practical relevance for program optimization. I recommend acceptance, though I'd encourage the authors to explore richer program representations and more diverse datasets in future work.",AI Generated
Trusting SVM for Piecewise Linear CNNs,"Abstract:###We present a novel layerwise optimization algorithm for the learning objective of Piecewise-Linear Convolutional Neural Networks (PL-CNNs), a large class of convolutional neural networks. Specifically, PL-CNNs employ piecewise linear non-linearities such as the commonly used ReLU and max-pool, and an SVM classifier as the final layer. The key observation of our approach is that the prob- lem corresponding to the parameter estimation of a layer can be formulated as a difference-of-convex (DC) program, which happens to be a latent structured SVM. We optimize the DC program using the concave-convex procedure, which requires us to iteratively solve a structured SVM problem. This allows to design an opti- mization algorithm with an optimal learning rate that does not require any tuning. Using the MNIST, CIFAR and ImageNet data sets, we show that our approach always improves over the state of the art variants of backpropagation and scales to large data and large network settings.","This paper presents a novel layerwise optimization algorithm for Piecewise-Linear CNNs, and honestly, I think it's a clever and theoretically grounded contribution that opens up an interesting new direction for deep learning optimization. The key observation—that parameter estimation for a single layer of a PL-CNN can be formulated as a latent structured SVM problem, which is a DC program solvable via CCCP—is both elegant and practically useful. The connection between CNNs and latent SVMs is genuinely novel and allows the authors to leverage the powerful BCFW algorithm, which has automatic step-size selection and monotonic decrease guarantees—a stark contrast to the hyperparameter-sensitive nature of SGD. The experiments are solid: LW-SVM consistently improves over Adagrad, Adadelta, and Adam on MNIST, CIFAR-10, and CIFAR-100, often achieving better test accuracy with fewer epochs. The ImageNet results, while modest (73.81% vs 73.30% top-1), demonstrate scalability to large networks, and the memory-efficient representation of feature vectors is a nice engineering touch that makes the method feasible for dense layers. I particularly appreciate the theoretical guarantees—the monotonic decrease property is something SGD variants simply cannot provide, and it's refreshing to see a principled approach in this space. However, I have some reservations. First, the method relies on batch normalization being fixed as a linear transformation, which means it can't be used during the actual training of BN parameters; the paper acknowledges this but doesn't fully address how to handle it in practice. Second, the layerwise schedule (passes from SVM to input) and stopping criteria are heuristic, and while they work empirically, they lack theoretical justification. Third, the method is computationally expensive—on ImageNet, LW-SVM takes two days on a Titan X, which is comparable to full training but only for fine-tuning the last few layers. Fourth, the improvements over SGD baselines are sometimes marginal (e.g., 0.5% on ImageNet), and the CIFAR experiments require pre-training with cross-entropy to get a good starting point, which somewhat undermines the ""from scratch"" claim. Fifth, the paper doesn't compare to other advanced optimizers like L-BFGS or Hessian-free methods, which also have better step-size properties. Overall, I think this is a strong paper with a novel theoretical insight, solid empirical results, and clear practical value, but the complexity and computational cost may limit its widespread adoption. I recommend acceptance, though I'd encourage the authors to explore ways to incorporate batch normalization training and to provide more guidance on the layerwise scheduling.This paper presents a novel layerwise optimization algorithm for Piecewise-Linear CNNs, and honestly, I think it's a clever and theoretically grounded contribution that opens up an interesting new direction for deep learning optimization. The key observation—that parameter estimation for a single layer of a PL-CNN can be formulated as a latent structured SVM problem, which is a DC program solvable via CCCP—is both elegant and practically useful. The connection between CNNs and latent SVMs is genuinely novel and allows the authors to leverage the powerful BCFW algorithm, which has automatic step-size selection and monotonic decrease guarantees—a stark contrast to the hyperparameter-sensitive nature of SGD. The experiments are solid: LW-SVM consistently improves over Adagrad, Adadelta, and Adam on MNIST, CIFAR-10, and CIFAR-100, often achieving better test accuracy with fewer epochs. The ImageNet results, while modest (73.81% vs 73.30% top-1), demonstrate scalability to large networks, and the memory-efficient representation of feature vectors is a nice engineering touch that makes the method feasible for dense layers. I particularly appreciate the theoretical guarantees—the monotonic decrease property is something SGD variants simply cannot provide, and it's refreshing to see a principled approach in this space. However, I have some reservations. First, the method relies on batch normalization being fixed as a linear transformation, which means it can't be used during the actual training of BN parameters; the paper acknowledges this but doesn't fully address how to handle it in practice. Second, the layerwise schedule (passes from SVM to input) and stopping criteria are heuristic, and while they work empirically, they lack theoretical justification. Third, the method is computationally expensive—on ImageNet, LW-SVM takes two days on a Titan X, which is comparable to full training but only for fine-tuning the last few layers. Fourth, the improvements over SGD baselines are sometimes marginal (e.g., 0.5% on ImageNet), and the CIFAR experiments require pre-training with cross-entropy to get a good starting point, which somewhat undermines the ""from scratch"" claim. Fifth, the paper doesn't compare to other advanced optimizers like L-BFGS or Hessian-free methods, which also have better step-size properties. Overall, I think this is a strong paper with a novel theoretical insight, solid empirical results, and clear practical value, but the complexity and computational cost may limit its widespread adoption. I recommend acceptance, though I'd encourage the authors to explore ways to incorporate batch normalization training and to provide more guidance on the layerwise scheduling.",AI Generated
